Age,Temperature_C,Heart_Rate_BPM,Respiratory_Rate_BPM,Weight_Change_Percent,Food_Intake_Percent,Stool_Consistency,Activity_Level,Edema,Trunk_Moisture,Mucous_Membrane,Gait_Score,Health_Status,Diagnosis
46,36.4,33,10,0.2,77,Normal,Moderate,Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
22,36.9,25,14,-0.1,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,36.4,40,9,0.1,73,Normal,Moderate,None,Moist,Pink,Lameness,Arthritis,Joint Inflammation
48,36.6,40,10,-0.3,16,Constipated,High,None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
52,36.6,55,16,-2.1,10,Loose,Low (Lethargic),None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
46,39.7,59,28,-1.8,56,Loose,Low (Lethargic),None,Dry,Pale,Normal,Infection,Bacterial/Viral Infection
37,36.8,33,7,0.1,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
20,36.8,29,13,-0.3,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
27,39.2,51,24,-1.3,37,Loose,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
53,37.0,47,21,-2.7,46,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
49,36.3,32,14,0.7,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
18,37.5,48,12,-0.6,34,Constipated,Moderate,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
47,36.5,30,15,-2.0,76,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
18,36.0,39,14,-0.2,79,Normal,Low (Lethargic),Severe,Moist,Pink,Stiff,Arthritis,Joint Inflammation
30,36.7,36,11,-0.6,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
29,37.2,37,6,-0.9,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,36.1,28,13,-0.4,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
5,36.0,31,10,-1.3,82,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
23,37.8,51,14,-1.9,46,Constipated,Low (Lethargic),Mild,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
55,36.3,31,10,0.4,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,36.8,35,6,-1.0,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
29,36.7,27,14,-0.6,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
30,36.7,29,11,0.6,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
11,37.4,48,9,-0.5,33,Loose,Low (Lethargic),Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
12,37.0,31,11,0.8,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
48,36.9,26,9,-0.0,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
25,36.4,32,11,-0.8,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
17,37.0,34,9,0.1,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
24,36.7,27,6,-0.0,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
33,35.8,34,9,-0.2,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,37.1,60,18,-2.4,45,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
17,37.7,46,12,-1.6,13,Constipated,Moderate,None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
41,35.9,34,6,0.9,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
48,37.2,25,14,0.6,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
25,36.2,28,11,0.6,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
26,35.9,38,14,-0.4,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
30,36.9,32,6,-0.3,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
46,36.1,34,11,-0.3,90,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
10,37.1,35,12,1.0,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
31,36.4,30,8,0.3,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,36.9,39,12,0.5,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
10,38.7,46,19,-3.5,30,Normal,Low (Lethargic),None,Moist,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
37,40.1,56,18,-2.8,42,Normal,Moderate,None,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
52,39.3,65,29,-2.7,56,Loose,Low (Lethargic),Mild,Dry,Pink,Stiff,Infection,Bacterial/Viral Infection
35,36.1,27,14,-0.7,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
46,37.1,37,6,0.1,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,36.1,25,14,-0.3,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
30,36.7,38,8,0.3,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
7,36.3,42,11,0.3,73,Normal,Low (Lethargic),Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
26,36.3,28,11,-0.0,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
58,37.4,43,15,-1.9,37,Loose,Low (Lethargic),None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
31,37.0,28,6,-0.4,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
23,39.2,49,21,-2.2,45,Loose,Low (Lethargic),None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
27,38.8,50,22,-1.3,53,Loose,Moderate,Mild,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
20,36.8,38,14,0.6,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
8,39.2,47,28,-2.7,32,Loose,Low (Lethargic),Mild,Dry,Pale,Normal,Infection,Bacterial/Viral Infection
48,36.9,26,11,-0.2,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,37.4,42,12,-2.8,46,Constipated,Low (Lethargic),None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
28,35.9,39,11,-0.6,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
36,37.7,47,18,-2.4,35,Constipated,Low (Lethargic),None,Dry,Pale,Stiff,Dehydration,Severe Dehydration
46,37.0,51,22,-4.6,63,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
52,38.1,51,13,-3.5,39,Constipated,Low (Lethargic),None,Dry,Pale,Normal,Dehydration,Severe Dehydration
31,38.2,60,14,-1.7,63,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
17,37.3,37,17,0.1,43,Loose,Low (Lethargic),None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
31,40.0,60,26,-2.5,56,Loose,Low (Lethargic),Mild,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
34,36.2,43,14,-0.3,81,Constipated,Low (Lethargic),Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
30,36.7,38,8,0.6,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,36.4,30,7,-0.2,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
17,37.8,53,13,-2.5,62,Normal,Low (Lethargic),None,Dry,Pale,Stiff,Dehydration,Severe Dehydration
32,36.8,33,11,0.1,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
12,36.5,39,6,-0.9,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
46,39.1,68,23,-1.3,20,Normal,Moderate,Mild,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
26,38.5,41,14,-3.2,50,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
60,36.2,33,13,-0.2,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
17,36.6,54,9,-2.6,15,Constipated,Moderate,None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
41,37.2,34,11,0.1,89,Normal,Moderate,None,Moist,Pink,Lameness,Arthritis,Joint Inflammation
26,37.2,41,15,-1.4,44,Constipated,Low (Lethargic),None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
58,39.0,47,28,-1.2,54,Loose,Low (Lethargic),Mild,Moist,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
36,36.5,34,7,0.9,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
17,36.5,52,10,-0.2,13,Constipated,High,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
46,35.8,32,8,-0.4,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,39.8,63,21,-1.8,38,Loose,Low (Lethargic),None,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
7,38.1,47,18,-2.6,60,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
52,36.4,27,12,0.8,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,36.0,29,12,-0.7,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
59,37.8,32,16,-0.7,12,Loose,Low (Lethargic),None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
39,39.2,54,24,-3.0,26,Loose,Low (Lethargic),None,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
39,40.0,51,18,-2.3,54,Normal,Low (Lethargic),Mild,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
12,38.9,51,21,-1.1,56,Normal,Low (Lethargic),None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
12,36.6,28,8,-0.4,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
37,36.9,27,7,0.0,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
19,36.3,37,8,-0.8,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
60,40.2,66,25,-3.6,38,Normal,Low (Lethargic),None,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
57,39.7,64,19,-2.6,32,Loose,Moderate,None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
14,36.0,27,8,0.9,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
42,36.8,32,9,-0.7,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
9,37.2,34,9,-0.3,14,Constipated,Low (Lethargic),None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
39,40.4,68,27,-2.0,50,Loose,Low (Lethargic),None,Moist,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
25,36.9,37,8,0.8,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
28,36.7,30,9,-0.7,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
26,37.3,29,9,-1.4,79,Normal,Low (Lethargic),None,Moist,Pink,Stiff,Arthritis,Joint Inflammation
30,35.9,34,12,0.7,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
51,36.3,40,13,0.8,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
6,37.0,48,14,-0.5,36,Loose,Low (Lethargic),Mild,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
60,36.7,52,9,-1.3,17,Loose,High,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
2,39.9,53,30,-3.8,39,Loose,Low (Lethargic),None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
25,36.1,38,8,-0.7,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
45,40.1,45,25,-3.5,26,Loose,Low (Lethargic),Mild,Dry,Pink,Stiff,Infection,Bacterial/Viral Infection
51,36.3,51,11,-2.9,17,Loose,Low (Lethargic),None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
20,35.9,34,7,-0.9,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,36.6,34,6,0.3,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
58,36.6,37,6,0.4,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
21,38.6,68,19,-1.2,33,Loose,Low (Lethargic),None,Moist,Pink,Normal,Infection,Bacterial/Viral Infection
31,35.9,34,7,0.3,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,36.6,27,6,1.0,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
48,36.0,28,8,0.6,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,40.3,70,27,-2.0,59,Loose,Moderate,None,Dry,Pale,Normal,Infection,Bacterial/Viral Infection
8,36.9,35,13,-0.0,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
18,39.7,49,29,-1.9,21,Loose,Moderate,None,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
36,37.5,43,17,-0.5,13,Constipated,Low (Lethargic),None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
4,40.4,53,20,-3.2,23,Loose,Low (Lethargic),Mild,Dry,Pale,Normal,Infection,Bacterial/Viral Infection
35,35.9,38,11,0.4,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,35.8,25,13,0.8,90,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
27,37.0,39,12,0.0,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,36.2,30,7,-1.2,82,Constipated,Low (Lethargic),None,Moist,Pink,Lameness,Arthritis,Joint Inflammation
40,36.3,33,14,-0.0,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
30,36.5,30,14,-0.7,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,36.1,35,10,0.1,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
11,36.1,40,10,-0.7,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,36.6,25,13,0.8,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
28,39.7,47,26,-2.6,28,Loose,Low (Lethargic),None,Dry,Pink,Stiff,Infection,Bacterial/Viral Infection
12,37.7,53,13,-2.3,20,Loose,Moderate,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
30,38.7,67,24,-1.8,52,Loose,Low (Lethargic),None,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
56,36.4,28,6,-0.6,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
12,36.4,29,7,-0.4,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,38.5,38,22,-2.3,54,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
19,39.5,47,27,-3.9,47,Normal,Low (Lethargic),None,Moist,Pink,Stiff,Infection,Bacterial/Viral Infection
52,36.9,33,14,-0.7,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
41,36.6,28,7,-0.0,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
8,37.1,39,11,0.5,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,40.2,51,30,-1.7,55,Loose,Low (Lethargic),Mild,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
3,36.0,28,7,-0.6,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
31,40.4,68,18,-2.7,56,Loose,Low (Lethargic),None,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
28,36.3,28,8,0.8,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
58,40.1,65,25,-1.9,45,Normal,Moderate,None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
55,38.8,49,23,-3.6,35,Loose,Low (Lethargic),Mild,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
52,37.5,56,22,-3.1,55,Normal,Moderate,None,Dry,Pale,Normal,Dehydration,Severe Dehydration
20,39.8,55,19,-1.5,35,Loose,Low (Lethargic),None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
53,36.7,25,8,-1.0,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,36.5,35,12,-0.3,95,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,36.9,26,8,-0.1,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
31,36.2,40,9,0.3,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,36.1,45,14,-1.9,80,Normal,Low (Lethargic),None,Moist,Pink,Stiff,Arthritis,Joint Inflammation
33,36.1,38,7,-0.3,90,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
38,36.4,38,7,-0.7,90,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
44,36.7,37,11,-1.6,83,Normal,Moderate,Severe,Moist,Pink,Stiff,Arthritis,Joint Inflammation
40,35.9,35,10,-0.6,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
33,36.7,35,13,0.0,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
54,39.2,67,18,-1.7,31,Loose,Low (Lethargic),None,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
22,36.8,34,12,-0.8,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
38,37.1,27,13,-0.7,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
58,37.8,34,15,0.2,17,Constipated,Low (Lethargic),None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
49,36.5,36,6,0.4,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
23,36.8,40,9,0.7,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
20,36.6,36,13,-0.8,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
7,36.4,28,7,0.9,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
47,36.1,37,13,-0.7,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
23,40.5,67,25,-3.2,40,Loose,Low (Lethargic),None,Moist,Pink,Stiff,Infection,Bacterial/Viral Infection
59,36.0,32,7,0.4,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
57,36.6,32,10,-0.1,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
51,36.9,27,8,-1.0,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,38.7,49,13,-2.9,56,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
25,38.6,61,25,-1.7,37,Normal,Low (Lethargic),Mild,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
8,37.6,51,19,-2.0,33,Normal,Moderate,None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
4,35.9,34,6,1.0,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,35.9,33,7,0.4,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
44,36.1,39,10,-1.5,68,Normal,Moderate,None,Moist,Pink,Stiff,Arthritis,Joint Inflammation
58,40.3,62,18,-2.5,32,Loose,Low (Lethargic),None,Dry,Pink,Stiff,Infection,Bacterial/Viral Infection
23,37.8,43,10,-1.3,24,Loose,Moderate,None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
30,36.2,43,15,-2.4,43,Loose,Moderate,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
25,36.2,41,11,-0.6,65,Constipated,Moderate,None,Moist,Pink,Stiff,Arthritis,Joint Inflammation
27,38.8,40,20,-1.8,57,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
48,36.3,37,8,0.7,86,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
11,37.3,56,16,-4.8,70,Normal,Moderate,None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
8,37.0,37,12,-0.2,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,37.2,49,14,-2.0,54,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
8,38.7,53,16,-4.2,65,Constipated,Low (Lethargic),None,Dry,Pale,Normal,Dehydration,Severe Dehydration
34,39.0,63,29,-1.0,34,Loose,Low (Lethargic),None,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
31,35.9,28,11,-0.0,90,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
15,39.1,68,27,-2.7,55,Loose,Low (Lethargic),Mild,Dry,Pale,Normal,Infection,Bacterial/Viral Infection
9,35.9,37,12,0.5,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
10,38.8,46,28,-2.9,40,Normal,Low (Lethargic),Mild,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
33,37.1,31,11,0.0,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
42,36.5,31,14,0.2,87,Normal,Low (Lethargic),None,Moist,Pink,Lameness,Arthritis,Joint Inflammation
9,37.2,31,9,0.4,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
59,36.5,37,8,-1.5,90,Normal,Low (Lethargic),Severe,Moist,Pink,Stiff,Arthritis,Joint Inflammation
27,37.0,31,11,-0.8,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
26,36.4,26,6,1.0,95,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,37.5,36,15,-1.9,84,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
7,36.0,40,9,-0.8,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
49,38.4,60,12,-2.9,49,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
46,38.6,65,18,-3.8,37,Loose,Moderate,None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
49,40.4,60,24,-1.8,48,Normal,Low (Lethargic),None,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
52,36.6,39,13,-0.4,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
22,37.7,42,22,-1.8,34,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
3,36.0,30,8,0.3,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
12,38.1,57,14,-3.0,65,Normal,Low (Lethargic),None,Dry,Pale,Normal,Dehydration,Severe Dehydration
53,38.5,52,19,-4.2,65,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
8,38.3,41,19,-4.4,49,Normal,Low (Lethargic),None,Dry,Pale,Normal,Dehydration,Severe Dehydration
22,40.4,69,20,-1.6,33,Loose,Low (Lethargic),Mild,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
57,36.5,40,9,-1.9,40,Loose,Low (Lethargic),None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
44,36.3,49,10,-3.0,38,Constipated,Low (Lethargic),None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
40,37.2,28,14,0.5,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,36.5,26,10,-0.2,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
2,37.3,36,14,-0.1,76,Constipated,Moderate,Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
13,38.0,56,15,-1.8,56,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
9,36.2,38,7,-0.0,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
37,36.0,45,11,-1.7,69,Constipated,Low (Lethargic),None,Moist,Pink,Stiff,Arthritis,Joint Inflammation
56,37.8,58,21,-4.3,54,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
35,37.5,38,11,-0.8,45,Loose,Moderate,None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
25,40.1,66,21,-2.8,41,Normal,Low (Lethargic),None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
19,38.2,59,17,-4.1,34,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
54,36.2,34,11,0.1,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
32,36.6,34,9,0.0,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,36.3,29,12,0.3,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,36.5,35,13,-0.7,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,37.8,49,16,-3.8,42,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
48,37.4,31,15,-2.1,29,Constipated,Moderate,None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
54,36.7,26,6,0.4,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,40.0,46,18,-3.2,59,Loose,Moderate,Mild,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
5,39.2,52,22,-1.2,36,Loose,Low (Lethargic),Mild,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
48,38.6,51,13,-2.2,66,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
31,36.4,25,14,-0.9,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
10,35.8,39,6,-0.8,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
33,36.6,32,10,-0.9,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
58,37.5,37,8,-1.4,33,Constipated,Low (Lethargic),Mild,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
14,37.7,59,22,-3.7,63,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
58,36.8,37,8,-0.8,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
11,38.2,40,22,-3.8,64,Constipated,Moderate,None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
2,36.1,52,13,-1.1,28,Loose,Low (Lethargic),Mild,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
59,38.8,47,25,-2.7,44,Normal,Low (Lethargic),None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
12,40.0,65,30,-2.5,51,Loose,Low (Lethargic),Mild,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
15,39.2,64,28,-2.0,59,Normal,Low (Lethargic),None,Dry,Pale,Normal,Infection,Bacterial/Viral Infection
47,39.4,45,23,-3.0,27,Normal,Low (Lethargic),Mild,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
